1612.1,0.0,9.6,0.0,0.1,0.0,0.4,0.0,11.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0
0.0,864.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0
1.4,0.0,1159.2,0.0,0.0,0.0,0.1,0.0,11.4,0.0,0.8,0.0,0.0,0.0,0.1,0.0
0.0,2.1,0.0,1324.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1
0.2,0.0,0.2,0.0,1103.5,0.0,0.0,0.0,24.2,0.0,0.9,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,2.0,0.0,0.4,0.0,784.4,0.0,4.3,0.0,0.4,0.0,0.0,0.0,0.0,0.0
0.0,0.1,0.0,0.0,0.0,0.0,0.0,1707.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
0.7,0.0,2.6,0.0,6.9,0.0,0.1,0.0,1545.7,0.0,2.7,0.0,0.3,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,940.9,0.0,0.0,0.0,0.0,0.0,0.0
0.7,0.0,2.7,0.0,0.5,0.0,0.0,0.0,16.0,0.0,1253.1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1226.7,0.0,0.0,0.0,0.0
0.4,0.0,0.3,0.0,0.1,0.0,0.0,0.0,2.8,0.0,0.1,0.0,1010.3,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1486.0,0.0,0.0
0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.5,0.0,0.5,0.0,945.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1552.0
