1608.5,0.0,11.4,0.0,0.6,0.0,0.2,0.0,12.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,864.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0
0.9,0.0,1168.7,0.0,0.1,0.0,0.0,0.0,2.6,0.0,0.5,0.0,0.0,0.0,0.2,0.0
0.0,0.4,0.0,1326.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.2,0.0,1098.4,0.0,0.0,0.0,29.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1370.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,0.0,0.9,0.0,0.5,0.0,783.3,0.0,6.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1707.8,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0
1.3,0.0,0.4,0.0,4.7,0.0,0.1,0.0,1548.3,0.0,4.0,0.0,0.0,0.0,0.2,0.0
0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940.9,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,2.1,0.0,0.4,0.0,0.0,0.0,18.7,0.0,1251.7,0.0,0.0,0.0,0.0,0.0
0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1226.4,0.0,0.1,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.1,0.0,1011.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1486.0,0.0,0.0
0.3,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.3,0.0,1.0,0.0,944.8,0.0
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1551.9
